process_effort_s,process_workload_burnt,process_skill_use_s,triage_workload,elapsed_s,triage_count_red,triage_count_yellow,triage_count_green
3,0.0025,0.0,0.0,1651514931,0,0,0
2,0.011,8.0,0.0,1651514941,0,0,0
1,0.0015,0.0,0.0,1651514951,0,0,0
-1,0.0,0.0,0.0,1651514961,0,0,0
0,0.0,0.0,0.0,1651514971,0,0,0
0,0.0,0.0,0.0,1651514981,0,0,0
0,0.0,0.0,0.0,1651514991,0,0,0
0,0.0,0.0,0.0,1651515001,0,0,0
1,0.0,0.0,0.0,1651515011,0,0,0
-1,0.0,0.0,0.0,1651515021,0,0,0
0,0.0,0.0,0.0,1651515031,0,0,0
0,0.0,0.0,0.0,1651515041,0,0,0
0,0.0,0.0,0.0,1651515051,0,0,0
0,0.0,0.0,0.0,1651515061,0,0,0
0,0.0,0.0,0.0,1651515071,0,0,0
0,0.0,0.0,0.0,1651515081,0,0,0
0,0.0,0.0,0.0,1651515091,0,0,0
0,0.0,0.0,0.0,1651515101,0,0,0
0,0.0,0.0,0.0,1651515111,0,0,0
0,0.0,0.0,0.0,1651515121,0,0,0
0,0.0,0.0,0.0,1651515131,0,0,0
0,0.0,0.0,0.0,1651515141,0,0,0
0,0.0,0.0,0.0,1651515151,0,0,0
0,0.0,0.0,0.0,1651515161,0,0,0
0,0.0,0.0,0.0,1651515171,0,0,0
0,0.0,0.0,0.0,1651515181,0,0,0
0,0.0,0.0,0.0,1651515191,0,0,0
0,0.0,0.0,0.0,1651515201,0,0,0
0,0.0,0.0,0.0,1651515211,0,0,0
0,0.0,0.0,0.0,1651515221,0,0,0
